,total_word_idx,text_id,sent_id_and_idx,word_idx,word,processed_word
4763,163,4,33,26,encroachment,encroachment
4764,164,4,33,27,into,into
4765,165,4,33,28,its,its
4766,166,4,33,29,habitat.,habitat
4767,167,4,34,1,Despite,despite
4768,168,4,34,2,its,its
4769,169,4,34,3,official,official
4770,170,4,34,4,classification,classification
4771,171,4,34,5,as,as
4772,172,4,34,6,"extinct,",extinct
4773,173,4,34,7,sightings,sighting
4774,174,4,34,8,are,be
4775,175,4,34,9,still,still
4776,176,4,34,10,"reported,",report
4777,177,4,34,11,though,though
4778,178,4,34,12,none,none
4779,179,4,34,13,have,have
4780,180,4,34,14,been,be
4781,181,4,34,15,conclusively,conclusively
4782,182,4,34,16,proven.,prove
4783,1,5,35,1,World,world
4784,2,5,35,2,Environment,environment
4785,3,5,35,3,Day,day
4786,4,5,35,4,(WED),wed
4787,5,5,35,5,is,be
4788,6,5,35,6,celebrated,celebrate
4789,7,5,35,7,on,on
4790,8,5,35,8,the,the
4791,9,5,35,9,fifth,fifth
4792,10,5,35,10,of,of
4793,11,5,35,11,June,june
4794,12,5,35,12,every,every
4795,13,5,35,13,year,year
4796,14,5,35,14,and,and
4797,15,5,35,15,is,be
4798,16,5,35,16,the,the
4799,17,5,35,17,United,unite
4800,18,5,35,18,Nation's,nation
4801,19,5,35,19,principal,principal
4802,20,5,35,20,vehicle,vehicle
4803,21,5,35,21,for,for
4804,22,5,35,22,encouraging,encourage
4805,23,5,35,23,awareness,awareness
4806,24,5,35,24,and,and
4807,25,5,35,25,action,action
4808,26,5,35,26,for,for
4809,27,5,35,27,the,the
4810,28,5,35,28,protection,protection
4811,29,5,35,29,of,of
4812,30,5,35,30,the,the
4813,31,5,35,31,environment.,environment
4814,32,5,36,1,First,first
4815,33,5,36,2,held,hold
4816,34,5,36,3,in,in
4817,35,5,36,4,"1974,",1974
4818,36,5,36,5,it,it
4819,37,5,36,6,has,have
4820,38,5,36,7,been,be
4821,39,5,36,8,a,a
4822,40,5,36,9,flagship,flagship
4823,41,5,36,10,campaign,campaign
4824,42,5,36,11,for,for
4825,43,5,36,12,raising,raise
4826,44,5,36,13,awareness,awareness
4827,45,5,36,14,on,on
4828,46,5,36,15,emerging,emerge
4829,47,5,36,16,environmental,environmental
4830,48,5,36,17,issues,issue
4831,49,5,36,18,from,from
4832,50,5,36,19,marine,marine
4833,51,5,36,20,"pollution,",pollution
4834,52,5,36,21,human,human
4835,53,5,36,22,"overpopulation,",overpopulation
4836,54,5,36,23,and,and
4837,55,5,36,24,global,global
4838,56,5,36,25,warming.,warming
4839,57,5,37,1,WED,wed
4840,58,5,37,2,has,have
4841,59,5,37,3,grown,grow
4842,60,5,37,4,to,to
4843,61,5,37,5,become,become
4844,62,5,37,6,a,a
4845,63,5,37,7,global,global
4846,64,5,37,8,platform,platform
4847,65,5,37,9,for,for
4848,66,5,37,10,public,public
4849,67,5,37,11,"outreach,",outreach
4850,68,5,37,12,with,with
4851,69,5,37,13,participation,participation
4852,70,5,37,14,from,from
4853,71,5,37,15,over,over
4854,72,5,37,16,one,one
4855,73,5,37,17,hundred,hundred
4856,74,5,37,18,countries,country
4857,75,5,37,19,annually.,annually
4858,76,5,38,1,Each,each
4859,77,5,38,2,"year,",year
4860,78,5,38,3,WED,wed
4861,79,5,38,4,chooses,choose
4862,80,5,38,5,a,a
4863,81,5,38,6,new,new
4864,82,5,38,7,theme,theme
4865,83,5,38,8,that,that
4866,84,5,38,9,major,major
4867,85,5,38,10,"corporations,",corporation
4868,86,5,38,11,non-,non
4869,87,5,38,12,governmental,governmental
4870,88,5,38,13,"organizations,",organization
4871,89,5,38,14,"communities,",community
4872,90,5,38,15,governments,government
4873,91,5,38,16,and,and
4874,92,5,38,17,celebrities,celebrity
4875,93,5,38,18,worldwide,worldwide
4876,94,5,38,19,adopt,adopt
4877,95,5,38,20,to,to
4878,96,5,38,21,advocate,advocate
4879,97,5,38,22,environmental,environmental
4880,98,5,38,23,causes.,cause
4881,99,5,39,1,For,for
4882,100,5,39,2,"example,",example
4883,101,5,39,3,the,the
4884,102,5,39,4,theme,theme
4885,103,5,39,5,for,for
4886,104,5,39,6,2018,2018
4887,105,5,39,7,is,be
4888,106,5,39,8,"""Beat",beat
4889,107,5,39,9,Plastic,plastic
4890,108,5,39,10,"Pollution"".",pollution
4891,109,5,40,1,The,the
4892,110,5,40,2,goal,goal
4893,111,5,40,3,is,be
4894,112,5,40,4,to,to
4895,113,5,40,5,encourage,encourage
4896,114,5,40,6,people,people
4897,115,5,40,7,to,to
4898,116,5,40,8,change,change
4899,117,5,40,9,their,they
4900,118,5,40,10,everyday,everyday
4901,119,5,40,11,habits,habit
4902,120,5,40,12,in,in
4903,121,5,40,13,ways,way
4904,122,5,40,14,which,which
4905,123,5,40,15,can,can
4906,124,5,40,16,reduce,reduce
4907,125,5,40,17,plastic,plastic
4908,126,5,40,18,pollution.,pollution
4909,127,5,41,1,"Specifically,",specifically
4910,128,5,41,2,the,the
4911,129,5,41,3,campaign,campaign
4912,130,5,41,4,hopes,hope
4913,131,5,41,5,to,to
4914,132,5,41,6,reduce,reduce
4915,133,5,41,7,the,the
4916,134,5,41,8,prevalence,prevalence
4917,135,5,41,9,of,of
4918,136,5,41,10,single-,single
4919,137,5,41,11,use,use
4920,138,5,41,12,or,or
4921,139,5,41,13,disposable,disposable
4922,140,5,41,14,plastic,plastic
4923,141,5,41,15,"items,",item
4924,142,5,41,16,as,as
4925,143,5,41,17,they,they
4926,144,5,41,18,have,have
4927,145,5,41,19,severe,severe
4928,146,5,41,20,environmental,environmental
4929,147,5,41,21,consequences.,consequence
4930,148,5,42,1,In,in
4931,149,5,42,2,response,response
4932,150,5,42,3,to,to
4933,151,5,42,4,this,this
4934,152,5,42,5,"campaign,",campaign
4935,153,5,42,6,the,the
4936,154,5,42,7,Indian,indian
4937,155,5,42,8,government,government
4938,156,5,42,9,has,have
4939,157,5,42,10,pledged,pledge
4940,158,5,42,11,to,to
4941,159,5,42,12,eliminate,eliminate
4942,160,5,42,13,all,all
4943,161,5,42,14,single-,single
4944,162,5,42,15,use,use
4945,163,5,42,16,plastic,plastic
4946,164,5,42,17,in,in
4947,165,5,42,18,India,india
4948,166,5,42,19,by,by
4949,167,5,42,20,2022.,2022
4950,1,6,43,1,A,a
4951,2,6,43,2,monocle,monocle
4952,3,6,43,3,is,be
4953,4,6,43,4,a,a
4954,5,6,43,5,type,type
4955,6,6,43,6,of,of
4956,7,6,43,7,corrective,corrective
4957,8,6,43,8,lens,lens
4958,9,6,43,9,used,use
4959,10,6,43,10,to,to
4960,11,6,43,11,correct,correct
4961,12,6,43,12,or,or
4962,13,6,43,13,enhance,enhance
4963,14,6,43,14,the,the
4964,15,6,43,15,vision,vision
4965,16,6,43,16,in,in
4966,17,6,43,17,only,only
4967,18,6,43,18,one,one
4968,19,6,43,19,eye.,eye
4969,20,6,44,1,It,it
4970,21,6,44,2,consists,consist
4971,22,6,44,3,of,of
4972,23,6,44,4,a,a
4973,24,6,44,5,circular,circular
4974,25,6,44,6,"lens,",lens
4975,26,6,44,7,generally,generally
4976,27,6,44,8,with,with
4977,28,6,44,9,a,a
4978,29,6,44,10,wire,wire
4979,30,6,44,11,ring,ring
4980,31,6,44,12,around,around
4981,32,6,44,13,the,the
4982,33,6,44,14,circumference,circumference
4983,34,6,44,15,that,that
4984,35,6,44,16,can,can
4985,36,6,44,17,be,be
4986,37,6,44,18,attached,attach
4987,38,6,44,19,to,to
4988,39,6,44,20,a,a
4989,40,6,44,21,string,string
4990,41,6,44,22,or,or
4991,42,6,44,23,wire.,wire
4992,43,6,45,1,The,the
4993,44,6,45,2,other,other
4994,45,6,45,3,end,end
4995,46,6,45,4,of,of
4996,47,6,45,5,the,the
4997,48,6,45,6,string,string
4998,49,6,45,7,is,be
4999,50,6,45,8,then,then
5000,51,6,45,9,connected,connect
5001,52,6,45,10,to,to
5002,53,6,45,11,the,the
5003,54,6,45,12,wearer's,wearer
5004,55,6,45,13,clothing,clothing
5005,56,6,45,14,to,to
5006,57,6,45,15,avoid,avoid
5007,58,6,45,16,losing,lose
5008,59,6,45,17,the,the
5009,60,6,45,18,monocle.,monocle
5010,61,6,46,1,During,during
5011,62,6,46,2,the,the
5012,63,6,46,3,late,late
5013,64,6,46,4,nineteenth,nineteenth
5014,65,6,46,5,"century,",century
5015,66,6,46,6,the,the
5016,67,6,46,7,monocle,monocle
5017,68,6,46,8,was,be
5018,69,6,46,9,generally,generally
5019,70,6,46,10,associated,associate
5020,71,6,46,11,with,with
5021,72,6,46,12,"wealthy,",wealthy
5022,73,6,46,13,upper-,upper
5023,74,6,46,14,class,class
5024,75,6,46,15,men.,man
5025,76,6,47,1,Combined,combine
5026,77,6,47,2,with,with
5027,78,6,47,3,a,a
5028,79,6,47,4,long,long
5029,80,6,47,5,coat,coat
5030,81,6,47,6,and,and
5031,82,6,47,7,a,a
5032,83,6,47,8,top,top
5033,84,6,47,9,"hat,",hat
5034,85,6,47,10,the,the
5035,86,6,47,11,monocle,monocle
5036,87,6,47,12,completed,complete
5037,88,6,47,13,the,the
5038,89,6,47,14,costume,costume
5039,90,6,47,15,of,of
5040,91,6,47,16,the,the
5041,92,6,47,17,stereotypical,stereotypical
5042,93,6,47,18,late,late
5043,94,6,47,19,nineteenth,nineteenth
5044,95,6,47,20,century,century
5045,96,6,47,21,capitalist.,capitalist
5046,97,6,48,1,Monocles,monocle
5047,98,6,48,2,were,be
5048,99,6,48,3,also,also
5049,100,6,48,4,accessories,accessory
5050,101,6,48,5,of,of
5051,102,6,48,6,military,military
5052,103,6,48,7,officers,officer
5053,104,6,48,8,from,from
5054,105,6,48,9,this,this
5055,106,6,48,10,period.,period
5056,107,6,49,1,Despite,despite
5057,108,6,49,2,their,they
5058,109,6,49,3,prevalence,prevalence
5059,110,6,49,4,in,in
5060,111,6,49,5,the,the
5061,112,6,49,6,late,late
5062,113,6,49,7,nineteenth,nineteenth
5063,114,6,49,8,"century,",century
5064,115,6,49,9,monocles,monocle
5065,116,6,49,10,are,be
5066,117,6,49,11,rarely,rarely
5067,118,6,49,12,worn,wear
5068,119,6,49,13,today.,today
5069,120,6,50,1,This,this
5070,121,6,50,2,is,be
5071,122,6,50,3,due,due
5072,123,6,50,4,in,in
5073,124,6,50,5,large,large
5074,125,6,50,6,part,part
5075,126,6,50,7,to,to
5076,127,6,50,8,advances,advance
5077,128,6,50,9,in,in
5078,129,6,50,10,"optometry,",optometry
5079,130,6,50,11,which,which
5080,131,6,50,12,allow,allow
5081,132,6,50,13,for,for
5082,133,6,50,14,better,good
5083,134,6,50,15,measurement,measurement
5084,135,6,50,16,of,of
5085,136,6,50,17,refractive,refractive
5086,137,6,50,18,"error,",error
5087,138,6,50,19,so,so
5088,139,6,50,20,that,that
5089,140,6,50,21,glasses,glasses
5090,141,6,50,22,and,and
5091,142,6,50,23,contact,contact
5092,143,6,50,24,lenses,lense
5093,144,6,50,25,can,can
5094,145,6,50,26,be,be
5095,146,6,50,27,prescribed,prescribe
5096,147,6,50,28,with,with
5097,148,6,50,29,different,different
5098,149,6,50,30,strengths,strength
5099,150,6,50,31,in,in
5100,151,6,50,32,each,each
5101,152,6,50,33,eye.,eye
5102,1,7,51,1,Wine,wine
5103,2,7,51,2,tasting,tasting
5104,3,7,51,3,is,be
5105,4,7,51,4,the,the
5106,5,7,51,5,sensory,sensory
5107,6,7,51,6,examination,examination
5108,7,7,51,7,and,and
5109,8,7,51,8,evaluation,evaluation
5110,9,7,51,9,of,of
5111,10,7,51,10,wine.,wine
5112,11,7,52,1,While,while
5113,12,7,52,2,the,the
5114,13,7,52,3,practice,practice
5115,14,7,52,4,of,of
5116,15,7,52,5,wine,wine
5117,16,7,52,6,tasting,tasting
5118,17,7,52,7,is,be
5119,18,7,52,8,as,as
5120,19,7,52,9,ancient,ancient
5121,20,7,52,10,as,as
5122,21,7,52,11,its,its
5123,22,7,52,12,"production,",production
5124,23,7,52,13,a,a
5125,24,7,52,14,more,more
5126,25,7,52,15,formalized,formalize
5127,26,7,52,16,methodology,methodology
5128,27,7,52,17,has,have
5129,28,7,52,18,slowly,slowly
5130,29,7,52,19,become,become
5131,30,7,52,20,established,establish
5132,31,7,52,21,from,from
5133,32,7,52,22,the,the
5134,33,7,52,23,late,late
5135,34,7,52,24,middle,middle
5136,35,7,52,25,ages,age
5137,36,7,52,26,onwards.,onwards
5138,37,7,53,1,"Modern,",modern
5139,38,7,53,2,professional,professional
5140,39,7,53,3,wine,wine
5141,40,7,53,4,tasters,taster
5142,41,7,53,5,use,use
5143,42,7,53,6,a,a
5144,43,7,53,7,constantly,constantly
5145,44,7,53,8,evolving,evolve
5146,45,7,53,9,specialized,specialize
5147,46,7,53,10,terminology,terminology
5148,47,7,53,11,which,which
5149,48,7,53,12,is,be
5150,49,7,53,13,used,use
5151,50,7,53,14,to,to
5152,51,7,53,15,describe,describe
5153,52,7,53,16,the,the
5154,53,7,53,17,range,range
5155,54,7,53,18,of,of
5156,55,7,53,19,perceived,perceive
5157,56,7,53,20,"flavors,",flavor
5158,57,7,53,21,aromas,aromas
5159,58,7,53,22,and,and
5160,59,7,53,23,general,general
5161,60,7,53,24,characteristics,characteristic
5162,61,7,53,25,of,of
5163,62,7,53,26,a,a
5164,63,7,53,27,wine.,wine
5165,64,7,54,1,In,in
5166,65,7,54,2,recent,recent
5167,66,7,54,3,"years,",year
5168,67,7,54,4,results,result
5169,68,7,54,5,challenging,challenge
5170,69,7,54,6,the,the
5171,70,7,54,7,reliability,reliability
5172,71,7,54,8,of,of
5173,72,7,54,9,wine,wine
5174,73,7,54,10,tasting,tasting
5175,74,7,54,11,in,in
5176,75,7,54,12,both,both
5177,76,7,54,13,experts,expert
5178,77,7,54,14,and,and
5179,78,7,54,15,consumers,consumer
5180,79,7,54,16,have,have
5181,80,7,54,17,surfaced.,surface
5182,81,7,55,1,For,for
5183,82,7,55,2,"example,",example
5184,83,7,55,3,studies,study
5185,84,7,55,4,showed,show
5186,85,7,55,5,that,that
5187,86,7,55,6,people,people
5188,87,7,55,7,expect,expect
5189,88,7,55,8,more,more
5190,89,7,55,9,expensive,expensive
5191,90,7,55,10,wine,wine
5192,91,7,55,11,to,to
5193,92,7,55,12,have,have
5194,93,7,55,13,more,more
5195,94,7,55,14,desirable,desirable
5196,95,7,55,15,characteristics,characteristic
5197,96,7,55,16,than,than
5198,97,7,55,17,less,less
5199,98,7,55,18,expensive,expensive
5200,99,7,55,19,wine:,wine
5201,100,7,55,20,When,when
5202,101,7,55,21,tasters,taster
5203,102,7,55,22,are,be
5204,103,7,55,23,given,give
5205,104,7,55,24,wine,wine
5206,105,7,55,25,that,that
5207,106,7,55,26,they,they
5208,107,7,55,27,are,be
5209,108,7,55,28,falsely,falsely
5210,109,7,55,29,told,tell
5211,110,7,55,30,is,be
5212,111,7,55,31,expensive,expensive
5213,112,7,55,32,they,they
5214,113,7,55,33,virtually,virtually
5215,114,7,55,34,always,always
5216,115,7,55,35,report,report
5217,116,7,55,36,it,it
5218,117,7,55,37,as,as
5219,118,7,55,38,tasting,taste
5220,119,7,55,39,better,good
5221,120,7,55,40,than,than
5222,121,7,55,41,the,the
5223,122,7,55,42,very,very
5224,123,7,55,43,same,same
5225,124,7,55,44,wine,wine
5226,125,7,55,45,when,when
5227,126,7,55,46,they,they
5228,127,7,55,47,are,be
5229,128,7,55,48,told,tell
5230,129,7,55,49,that,that
5231,130,7,55,50,it,it
5232,131,7,55,51,is,be
5233,132,7,55,52,inexpensive.,inexpensive
5234,133,7,56,1,Other,other
5235,134,7,56,2,studies,study
5236,135,7,56,3,show,show
5237,136,7,56,4,that,that
5238,137,7,56,5,tasters',taster
5239,138,7,56,6,judgment,judgment
5240,139,7,56,7,can,can
5241,140,7,56,8,be,be
5242,141,7,56,9,prejudiced,prejudice
5243,142,7,56,10,by,by
5244,143,7,56,11,knowing,know
5245,144,7,56,12,details,detail
5246,145,7,56,13,of,of
5247,146,7,56,14,a,a
5248,147,7,56,15,"wine,",wine
5249,148,7,56,16,such,such
5250,149,7,56,17,as,as
5251,150,7,56,18,geographic,geographic
5252,151,7,56,19,"origin,",origin
5253,152,7,56,20,"reputation,",reputation
5254,153,7,56,21,or,or
5255,154,7,56,22,other,other
5256,155,7,56,23,considerations.,consideration
5257,156,7,57,1,Objective,objective
5258,157,7,57,2,wine,wine
5259,158,7,57,3,tasting,tasting
5260,159,7,57,4,therefore,therefore
5261,160,7,57,5,requires,require
5262,161,7,57,6,the,the
5263,162,7,57,7,wine,wine
5264,163,7,57,8,to,to
5265,164,7,57,9,be,be
5266,165,7,57,10,served,serve
5267,166,7,57,11,blind,blind
5268,167,7,57,12,–,â€
5269,168,7,57,13,that,that
5270,169,7,57,14,"is,",be
5271,170,7,57,15,without,without
5272,171,7,57,16,the,the
5273,172,7,57,17,taster,taster
5274,173,7,57,18,having,have
5275,174,7,57,19,seen,see
5276,175,7,57,20,the,the
5277,176,7,57,21,label,label
5278,177,7,57,22,or,or
5279,178,7,57,23,bottle,bottle
5280,179,7,57,24,shape.,shape
5281,180,7,58,1,Blind,blind
5282,181,7,58,2,tasting,tasting
5283,182,7,58,3,may,may
5284,183,7,58,4,also,also
5285,184,7,58,5,involve,involve
5286,185,7,58,6,serving,serve
5287,186,7,58,7,the,the
5288,187,7,58,8,wine,wine
5289,188,7,58,9,from,from
5290,189,7,58,10,a,a
5291,190,7,58,11,black,black
5292,191,7,58,12,wine,wine
5293,192,7,58,13,glass,glass
5294,193,7,58,14,to,to
5295,194,7,58,15,mask,mask
5296,195,7,58,16,the,the
5297,196,7,58,17,color,color
5298,197,7,58,18,of,of
5299,198,7,58,19,the,the
5300,199,7,58,20,wine.,wine
5301,1,8,59,1,Orange,orange
5302,2,8,59,2,juice,juice
5303,3,8,59,3,is,be
5304,4,8,59,4,a,a
5305,5,8,59,5,liquid,liquid
5306,6,8,59,6,extract,extract
5307,7,8,59,7,of,of
5308,8,8,59,8,the,the
5309,9,8,59,9,orange,orange
5310,10,8,59,10,tree,tree
5311,11,8,59,11,"fruit,",fruit
5312,12,8,59,12,produced,produce
5313,13,8,59,13,by,by
5314,14,8,59,14,squeezing,squeeze
5315,15,8,59,15,oranges.,orange
5316,16,8,60,1,Commercial,commercial
5317,17,8,60,2,orange,orange
5318,18,8,60,3,juice,juice
5319,19,8,60,4,with,with
5320,20,8,60,5,a,a
5321,21,8,60,6,long,long
5322,22,8,60,7,shelf,shelf
5323,23,8,60,8,life,life
5324,24,8,60,9,is,be
5325,25,8,60,10,made,make
5326,26,8,60,11,by,by
5327,27,8,60,12,pasteurizing,pasteurize
5328,28,8,60,13,the,the
5329,29,8,60,14,juice,juice
5330,30,8,60,15,and,and
5331,31,8,60,16,removing,remove
5332,32,8,60,17,the,the
5333,33,8,60,18,oxygen,oxygen
5334,34,8,60,19,from,from
5335,35,8,60,20,it.,it
5336,36,8,61,1,This,this
5337,37,8,61,2,removes,remove
5338,38,8,61,3,much,much
5339,39,8,61,4,of,of
5340,40,8,61,5,the,the
5341,41,8,61,6,"taste,",taste
5342,42,8,61,7,necessitating,necessitate
5343,43,8,61,8,the,the
5344,44,8,61,9,later,late
5345,45,8,61,10,addition,addition
5346,46,8,61,11,of,of
5347,47,8,61,12,a,a
5348,48,8,61,13,flavor,flavor
5349,49,8,61,14,"pack,",pack
5350,50,8,61,15,generally,generally
5351,51,8,61,16,made,make
5352,52,8,61,17,from,from
5353,53,8,61,18,orange,orange
5354,54,8,61,19,products.,product
5355,55,8,62,1,"Additionally,",additionally
5356,56,8,62,2,some,some
5357,57,8,62,3,juice,juice
5358,58,8,62,4,is,be
5359,59,8,62,5,further,further
5360,60,8,62,6,processed,process
5361,61,8,62,7,by,by
5362,62,8,62,8,drying,drying
5363,63,8,62,9,and,and
5364,64,8,62,10,later,late
5365,65,8,62,11,rehydrating,rehydrate
5366,66,8,62,12,the,the
5367,67,8,62,13,"juice,",juice
5368,68,8,62,14,or,or
5369,69,8,62,15,by,by
5370,70,8,62,16,concentrating,concentrate
5371,71,8,62,17,the,the
5372,72,8,62,18,juice,juice
5373,73,8,62,19,and,and
5374,74,8,62,20,later,late
5375,75,8,62,21,adding,add
5376,76,8,62,22,water,water
5377,77,8,62,23,to,to
5378,78,8,62,24,the,the
5379,79,8,62,25,concentrate.,concentrate
5380,80,8,63,1,The,the
5381,81,8,63,2,health,health
5382,82,8,63,3,value,value
5383,83,8,63,4,of,of
5384,84,8,63,5,orange,orange
5385,85,8,63,6,juice,juice
5386,86,8,63,7,is,be
5387,87,8,63,8,debatable:,debatable
5388,88,8,63,9,it,it
5389,89,8,63,10,has,have
5390,90,8,63,11,a,a
5391,91,8,63,12,high,high
5392,92,8,63,13,concentration,concentration
5393,93,8,63,14,of,of
5394,94,8,63,15,vitamin,vitamin
5395,95,8,63,16,"C,",c
5396,96,8,63,17,but,but
5397,97,8,63,18,also,also
5398,98,8,63,19,a,a
5399,99,8,63,20,very,very
5400,100,8,63,21,high,high
5401,101,8,63,22,concentration,concentration
5402,102,8,63,23,of,of
5403,103,8,63,24,simple,simple
5404,104,8,63,25,"sugars,",sugar
5405,105,8,63,26,comparable,comparable
5406,106,8,63,27,to,to
5407,107,8,63,28,soft,soft
5408,108,8,63,29,drinks.,drink
5409,109,8,64,1,As,as
5410,110,8,64,2,a,a
5411,111,8,64,3,"result,",result
5412,112,8,64,4,some,some
5413,113,8,64,5,government,government
5414,114,8,64,6,nutritional,nutritional
5415,115,8,64,7,advice,advice
5416,116,8,64,8,has,have
5417,117,8,64,9,been,be
5418,118,8,64,10,adjusted,adjust
5419,119,8,64,11,to,to
5420,120,8,64,12,encourage,encourage
5421,121,8,64,13,substitution,substitution
5422,122,8,64,14,of,of
5423,123,8,64,15,orange,orange
5424,124,8,64,16,juice,juice
5425,125,8,64,17,with,with
5426,126,8,64,18,raw,raw
5427,127,8,64,19,"fruit,",fruit
5428,128,8,64,20,which,which
5429,129,8,64,21,is,be
5430,130,8,64,22,digested,digest
5431,131,8,64,23,more,more
5432,132,8,64,24,"slowly,",slowly
5433,133,8,64,25,and,and
5434,134,8,64,26,limit,limit
5435,135,8,64,27,daily,daily
5436,136,8,64,28,consumption.,consumption
5437,1,9,65,1,Beekeeping,beekeeping
5438,2,9,65,2,is,be
5439,3,9,65,3,the,the
5440,4,9,65,4,maintenance,maintenance
5441,5,9,65,5,of,of
5442,6,9,65,6,bee,bee
5443,7,9,65,7,colonies,colony
5444,8,9,65,8,by,by
5445,9,9,65,9,"humans,",human
5446,10,9,65,10,typically,typically
5447,11,9,65,11,with,with
5448,12,9,65,12,the,the
5449,13,9,65,13,use,use
5450,14,9,65,14,of,of
5451,15,9,65,15,man-,man
5452,16,9,65,16,made,make
5453,17,9,65,17,hives.,hife
5454,18,9,66,1,The,the
5455,19,9,66,2,species,species
5456,20,9,66,3,most,most
5457,21,9,66,4,commonly,commonly
5458,22,9,66,5,used,use
5459,23,9,66,6,in,in
5460,24,9,66,7,bee,bee
5461,25,9,66,8,colonies,colony
5462,26,9,66,9,are,be
5463,27,9,66,10,honey,honey
5464,28,9,66,11,bees.,bee
5465,29,9,67,1,A,a
5466,30,9,67,2,beekeeper,beekeeper
5467,31,9,67,3,maintains,maintain
5468,32,9,67,4,these,this
5469,33,9,67,5,colonies,colony
